imagem,numero_rosa,deteccao,classe,amostras_obb,z_p10_m,z_p25_m,z_mediana_m,z_p75_m,z_p90_m,amplitude_p90_p10_m,iqr_m,amplitude_relativa
img1.jpeg,1,4,Sphere Valve S,10643,0.94010990858078,1.4010106921195984,2.15047025680542,2.3207571506500244,2.4552386283874514,1.5151287198066714,0.919746458530426,0.7045569288911882
img1.jpeg,2,5,Sphere Valve L,4089,1.5318673849105835,1.6092764139175415,1.6921628713607788,1.8591612577438354,2.2734337806701665,0.741566395759583,0.24988484382629395,0.4382358272423511
img5.jpeg,1,4,Sphere Valve L,20051,0.4306783676147461,0.4410213232040405,0.4603099822998047,0.6772747039794922,1.085097312927246,0.6544189453125,0.23625338077545166,1.4216918391447573
img5.jpeg,2,2,Sphere Valve L,2838,1.4140894055366515,1.4439145028591156,1.4666637182235718,1.5286392271518707,1.5586524724960327,0.14456306695938115,0.08472472429275513,0.09856592561959358
