imagem,posicao_relativa,numero_rosa,deteccao,classe,criterio_associacao,referencia_medicao,distancia_real_m,camera_z,distancia_estimada_m,erro_assinado_m,erro_absoluto_m,erro_assinado_cm,erro_absoluto_cm,erro_percentual_assinado,erro_percentual_absoluto
img1.jpeg,mais_proxima,1,4,Sphere Valve S,inspecao_visual,lente_ao_centro_da_alavanca,0.83,2.1563634872436523,2.2176156368002387,1.3876156368002386,1.3876156368002386,138.76156368002387,138.76156368002387,167.18260684340225,167.18260684340225
img1.jpeg,mais_distante,2,5,Sphere Valve L,inspecao_visual,lente_ao_centro_da_alavanca,1.51,1.6953448057174685,1.8599359993023583,0.3499359993023583,0.3499359993023583,34.99359993023583,34.99359993023583,23.174569490222403,23.174569490222403
img5.jpeg,mais_proxima,1,4,Sphere Valve L,inspecao_visual,lente_ao_centro_da_alavanca,0.56,0.4345116019248962,0.4742863170851682,-0.08571368291483183,0.08571368291483183,-8.571368291483184,8.571368291483184,-15.30601480621997,15.30601480621997
img5.jpeg,mais_distante,2,2,Sphere Valve L,inspecao_visual,lente_ao_centro_da_alavanca,1.27,1.4474743604660034,1.4801318352180406,0.21013183521804057,0.21013183521804057,21.01318352180406,21.01318352180406,16.54581379669611,16.54581379669611
